user_id,cooking_fun_initial,cooking_creativity_initial,food_waste_initial,money_spent_initial,time_spent_initial,new_things_to_eat_make_initial,cooking_fun_final,cooking_creativity_final,food_waste_final,money_spent_final,time_spent_final,new_things_to_eat_make_final
12,5.76005427777614,5.02113988332173,6.043363334326676,904.7477653863058,6.793202323760757,3.5091955551251233,7.833673817775551,8.535937801646941,4.169920700685406,723.7982123090446,7.472522556136833,5.088333554931428
13,6.112401049845391,8.532913287598154,1.7424415277298404,733.7363597854952,5.772641657125649,1.996295627199054,8.312865427789733,14.50595258891686,1.2022846541335899,586.9890878283962,6.349905822838214,2.894628659438628
14,9.330369744633948,2.996416274589965,5.276926301160457,826.1868822126524,2.4591086479637987,4.0752569150015745,12.689302852702172,5.093907666802941,3.641079147800715,660.949505770122,2.705019512760179,5.909122526752283
15,1.6393245237809824,5.445507300959811,3.5856359359727197,299.88372008516126,2.3311445267913884,6.706712999629626,2.229481352342136,9.257362411631679,2.4740887958211766,239.906976068129,2.5642589794705275,9.724733849462957
16,1.7841636973138664,9.36656865502079,8.917133883291399,615.5025231491767,5.764863775809776,9.755994890134227,2.4264626283468584,15.923166713535343,6.152822379471065,492.40201851934137,6.341350153390754,14.146192590694628
17,1.1819655769629316,7.004932361080074,3.5643434752652388,391.6384439245861,9.631053088878378,1.8496030467054014,1.607473184669587,11.908385013836126,2.4593969979330144,313.3107551396689,10.594158397766217,2.681924417722832
18,8.493578609931442,8.182711177803977,9.47518363876779,693.0247898658861,2.6445700534369223,2.892132988605187,11.551266909506761,13.91060900226676,6.537876710749774,554.4198318927089,2.9090270587806146,4.193592833477521
19,8.003410758548654,5.958945731669376,5.915194744124013,570.34868219398,3.332165592025879,3.4924900130608814,10.88463863162617,10.13020774383794,4.081484373445568,456.27894575518405,3.665382151228467,5.064110518938278
20,8.830109334221373,9.82419812956567,3.9125233859204918,662.9399245531366,2.0852496311618003,7.894037133603575,12.008948694541068,16.701136820261638,2.699641136285139,530.3519396425094,2.2937745942779806,11.446353843725184
21,9.807565080094877,6.297959392133268,8.321905156758195,655.903021903582,6.3514165930437185,1.7107606922264154,13.338288508929033,10.706530966626556,5.742114558163154,524.7224175228656,6.986558252348091,2.480603003728302
22,8.192427077950512,1.4095964256633238,7.276603405291892,762.7922386733239,9.340923608733403,9.049576070647467,11.141700826012697,2.3963139236276505,5.020856349651405,610.2337909386591,10.275015969606745,13.121885302438827
23,5.153314260276387,2.7818451994581537,4.725662461262916,818.9940581052095,3.142136272574364,2.9708829730501662,7.008507393975887,4.729136839078861,3.2607070982714115,655.1952464841677,3.4563498998318005,4.307780310922741
24,8.024762586578099,4.642962660614332,6.666564724359338,155.68999161260786,5.2517913686320075,7.462248370956507,10.913677117746216,7.893036523044364,4.599929659807943,124.55199329008629,5.776970505495209,10.820260137886935
25,2.064469832820399,6.411494553163987,8.007258376254532,953.5391647135224,9.168531027052236,7.844965880650197,2.807678972635743,10.899540740378777,5.525008279615626,762.831331770818,10.08538412975746,11.375200526942786
26,6.7592891919477145,7.947377806680639,8.664020148551405,465.8004211607969,7.374548265172391,9.037753382767988,9.192633301048893,13.510542271357085,5.978173902500469,372.6403369286375,8.11200309168963,13.104742405013583
27,2.2901795866814174,4.717775133134976,8.347714423426574,253.08731096739155,5.754579971180564,2.8678502708491944,3.114644237886728,8.02021772632946,5.759922952164335,202.46984877391324,6.330037968298621,4.158382892731332
28,9.502020253446254,7.390524745141198,2.4946937973407617,929.7821068461197,6.753760912404918,7.509409097503275,12.922747544686906,12.563892066740037,1.7213387201651253,743.8256854768958,7.42913700364541,10.888643191379748
29,5.696634895750645,8.108825527982125,8.45550597253227,805.5922738374018,7.577556132108887,4.177683775289795,7.747423458220878,13.785003397569612,5.834299121047266,644.4738190699214,8.335311745319776,6.057641474170203
30,4.731957459914712,3.855341775249845,1.527661529953949,478.3184284934881,7.556306068759298,4.494583873025187,6.435462145484009,6.554081017924736,1.0540864556682248,382.65474279479054,8.311936675635229,6.517146615886521
31,3.381000508941643,9.813432160322368,2.8015361339551177,639.9230630218184,5.364793975127202,5.574808511442047,4.598160692160635,16.682834672548026,1.933059932429031,511.93845041745476,5.901273372639922,8.083472341590968
32,7.96810320490795,6.84690845712252,6.606340480593902,303.57753530659477,3.533283944227364,2.1805635389693987,10.836620358674812,11.639744377108284,4.558374931609792,242.86202824527584,3.8866123386501004,3.161817131505628
33,5.105352989948937,8.928982547075181,2.032232729022139,471.8172949471259,2.855571336075841,4.2285207576038895,6.943280066330555,15.179270330027807,1.402240583025276,377.45383595770073,3.141128469683425,6.131355098525639
34,6.115905539817836,6.0034391992774605,6.430128355505801,460.84596860149946,9.26752489902676,9.464404159575086,8.317631534152259,10.205846638771682,4.436788565299002,368.6767748811996,10.194277388929438,13.723386031383873
35,1.1691082039271963,7.6744279643709135,3.771691222272074,778.6363954753648,1.524220266947705,2.6256585539415584,1.589987157340987,13.046527539430553,2.602466943367731,622.9091163802918,1.6766422936424756,3.8072049032152595
36,6.558719473682894,7.934896554547288,4.865199266391835,488.55069591558424,4.033658263780245,3.8364755682921468,8.919858484208737,13.48932414273039,3.356987493810366,390.8405567324674,4.437024090158269,5.562889574023613
37,6.508861504501793,9.17423541311121,3.8363635310093023,779.384159660761,7.210451239860765,8.265505075374525,8.852051646122439,15.596200202289058,2.6470908363964183,623.5073277286089,7.9314963638468425,11.984982359293062
38,6.552405971872812,2.353147811842333,1.6315621107841403,811.0714854151952,6.400621245733522,3.249808233206892,8.911272121747025,4.000351280131966,1.1257778564410568,648.8571883321562,7.0406833703068745,4.712221938149993
39,9.493732706631617,6.024550817523236,5.506828776297648,447.0578754495859,4.8989674012914275,2.4831138061996256,12.911476481019,10.241736389789502,3.7997118556453766,357.6463003596687,5.38886414142057,3.6005150189894572
40,7.136382691931351,4.855406617952706,9.672394999553987,496.0569982221758,1.938095792785341,2.714630414895416,9.705480461026637,8.2541912505196,6.673952549692251,396.8455985777407,2.1319053720638754,3.936214101598353
41,4.235571105164074,9.308431190563663,6.5060501334411445,568.6443944367895,2.2557524613316766,9.871087732979756,5.760376703023141,15.824333023958227,4.48917459207439,454.91551554943163,2.4813277074648443,14.313077212820646
42,4.933287584194073,1.9458522482409928,3.7002868445541277,103.15962644007263,7.268705854452726,4.719768490756438,6.709271114503939,3.3079488220096875,2.553197922742348,82.52770115205811,7.995576439898,6.843664311596835
43,7.278680763345384,9.843164998128215,9.605348507116172,275.5495001662485,5.3532695302242415,4.563705963362145,9.899005838149723,16.733380496817965,6.627690469910158,220.4396001329988,5.888596483246666,6.6173736468751105
44,1.5420292446634285,8.879061916839667,4.5031352675700465,862.4234324874252,4.055956578559934,7.813162150299594,2.097159772742263,15.094405258627434,3.1071633346233316,689.9387459899402,4.461552236415928,11.329085117934412
45,7.0009004390110094,1.6644365340782368,7.277659604819592,784.846272277999,4.373141779743776,1.5646570905938841,9.521224597054973,2.8295421079330025,5.021585127325518,627.8770178223992,4.810455957718154,2.268752781361132
46,7.035740826563435,5.41869746986427,6.707015244301998,169.43642242769357,4.858173827316545,2.5258406462166514,9.568607524126273,9.211785698769258,4.627840518568378,135.54913794215486,5.3439912100482,3.6624689370141446
47,2.893443049664568,7.458035501912733,9.576197632349663,671.4078985715349,7.147509570064149,7.478920914163714,3.935082547543813,12.678660353251646,6.6075763663212665,537.126318857228,7.862260527070565,10.844435325537384
48,2.16033667889368,7.643363911219508,9.231424250453532,118.66181784235839,6.408530105723321,3.8768614024484305,2.938057883295405,12.993718649073163,6.369682732812937,94.92945427388672,7.049383116295653,5.621449033550224
49,3.8388551583176547,9.158447127141287,2.332036507150281,580.7833022151253,1.634346815480308,7.315104795239421,5.220843015312011,15.569360116140187,1.6091051899336937,464.6266417721003,1.797781497028339,10.606901953097159
50,4.273396938483604,8.198788920240798,1.7711728725648022,245.3334653651489,2.417300731696663,1.2057430958199222,5.811819836337701,13.937941164409356,1.2221092820697135,196.26677229211913,2.659030804866329,1.7483274889388871
51,6.131770933760917,3.7983734230968054,8.286780950189467,868.1071123279419,1.6350011823011155,6.313236568762342,8.339208469914848,6.457234819264569,5.717878855630731,694.4856898623535,1.7985013005312271,9.154193024705396
52,4.947413621160884,5.485913072762071,9.144488919671407,653.3336997452873,1.311311131788401,5.898211738598611,6.728482524778802,9.326052223695521,6.30969735457327,522.6669597962299,1.4424422449672412,8.552407020967985
53,9.895364542533036,7.3160718664226865,5.436762435306095,157.58403596783796,7.984044261505364,2.3037073779589075,13.45769577784493,12.437322172918567,3.7513660803612052,126.06722877427038,8.7824486876559,3.3403756980404156
54,1.9184032967322526,2.245931572279163,7.216851464503976,677.1284745775306,8.658630168966873,2.0686227646873374,2.6090284835558637,3.8180836728745766,4.9796275105077425,541.7027796620245,9.52449318586356,2.9995030087966392
55,2.8798908048535123,2.745917178401776,1.6280945216057638,902.9783899832818,4.745600490035047,9.353387784732744,3.916651494600777,4.668059203283019,1.123385219907977,722.3827119866255,5.2201605390385515,13.562412287862479
56,2.4517856609649664,5.329382032988853,2.978239580708247,760.3357620093311,9.719567060701488,5.545152444962183,3.3344284989123545,9.05994945608105,2.05498531068869,608.2686096074649,10.691523766771638,8.040471045195165
57,6.877974929188586,3.6842121883496146,2.3443857519104903,203.68207690551034,8.77237932012698,1.4491047634783283,9.354045903696477,6.263160720194345,1.617626168818238,162.94566152440828,9.649617252139679,2.101201907043576
58,3.279624422858039,8.763033248056853,6.410445251950306,698.5839376856819,8.743465394875717,2.3370205545319083,4.4602892150869335,14.897156521696651,4.4232072238457105,558.8671501485455,9.617811934363289,3.3886798040712667
59,5.196796955706756,6.276495893685562,2.7778590438949644,649.632412412741,4.304659599396432,7.052975385431217,7.067643859761189,10.670043019265455,1.9167227402875253,519.7059299301928,4.735125559336075,10.226814308875264
60,3.199830328014425,4.137986779465309,1.5386168399576556,668.2166776436832,9.589124467939145,5.29087998510159,4.351769246099618,7.0345775250910245,1.0616456195707824,534.5733421149465,10.54803691473306,7.671775978397306
61,2.4307262528096776,8.63949723043969,3.7198655446240965,815.6459176268844,7.740368610704774,6.378965076904987,3.305787703821162,14.687145291747473,2.5667072257906263,652.5167341015076,8.514405471775252,9.249499361512232
62,1.993376270478746,8.24390603698815,7.094911862025574,373.9772253425662,4.183231861969521,5.124475757891951,2.710991727851095,14.014640262879855,4.895489184797646,299.181780274053,4.601555048166473,7.4304898489433295
63,6.906966305187461,9.985193893893426,6.200773518356691,419.92167461135614,8.999496045504646,9.329634752726207,9.393474175054948,16.974829619618824,4.278533727666116,335.9373396890849,9.899445650055112,13.527970391453
64,2.243646562137524,8.625769195003613,3.9765246894517223,281.634523717021,1.0370106996861597,8.427238549217176,3.051359324507033,14.663807631506142,2.7438020357216883,225.30761897361683,1.1407117696547757,12.219495896364904
65,2.7692412551204812,4.7301088132511175,8.501309882590387,511.4584747711586,6.144319371104947,9.821300490755695,3.7661681069638546,8.0411849825269,5.865903818987367,409.1667798169269,6.758751308215443,14.240885711595757
66,4.318526535948677,2.1474899359298965,3.4864219721088063,468.8590255226572,5.681555137019732,9.453096475421965,5.873196088890201,3.650732891080824,2.405631160755076,375.08722041812575,6.249710650721705,13.70698988936185
67,8.388939068631416,8.565768173804301,3.344928745291144,175.691658927044,1.736109464772357,7.558281088014171,11.408957133338726,14.56180589546731,2.308000834250889,140.5533271416352,1.9097204112495927,10.959507577620547
68,1.8739114821375513,1.5378212616435458,6.039526697106294,318.3458629444673,8.76120840552418,1.4727737891924335,2.54851961570707,2.614296144794028,4.167273421003342,254.67669035557384,9.637329246076598,2.1355219943290287
69,8.541504167489235,4.152440866103688,5.303940758611981,207.93482474463633,3.5354005085125015,9.991915989912759,11.61644566778536,7.059149472376269,3.6597191234422666,166.34785979570907,3.888940559363752,14.488278185373499
70,1.8648856710456676,9.277641826941464,5.013753945403246,599.057557572982,4.387150715077437,5.259868260927894,2.5362445126221083,15.771991105800488,3.4594902223282396,479.2460460583856,4.825865786585181,7.626808978345447
71,9.788135185120561,9.646898261005907,2.402070570586605,268.539873634268,5.276380729864681,1.5489733207279008,13.311863851763965,16.39972704371004,1.657428693704757,214.83189890741443,5.80401880285115,2.246011315055456
72,5.217860814829314,6.765081341690966,5.54181572469692,393.0419792194854,8.35241347425159,9.922809794523785,7.096290708167868,11.500638280874641,3.8238528500408746,314.43358337558834,9.18765482167675,14.388074202059487
73,9.790849793713035,7.197834852853422,3.331170255478998,835.3480022414191,6.354442276956631,6.13339045859299,13.315555719449728,12.236319249850817,2.2985074762805087,668.2784017931353,6.989886504652294,8.893416164959834
74,6.443609677705414,1.3820903985297024,4.529618943571139,614.6642982474496,6.075614831747111,5.131036204740733,8.763309161679363,2.349553677500494,3.1254370710640855,491.73143859795965,6.683176314921822,7.440002496874063
75,7.653372214584715,5.630323069805931,7.602134029035457,567.6249630837744,4.261398183330303,1.1781048774975695,10.408586211835214,9.571549218670082,5.245472480034465,454.0999704670196,4.6875380016633335,1.7082520723714758
76,1.352690130288886,5.921813609257071,9.4317654300342,949.9264698601104,3.5171620461254767,4.855610525108579,1.8396585771928853,10.06708313573702,6.507918146723598,759.9411758880883,3.8688782507380246,7.04063526140744
77,3.5452626631876862,4.0609067151169995,7.964766686703919,493.61625170426174,5.3030820874346,2.649436724693073,4.821557221935254,6.903541415698899,5.495689013825704,394.89300136340944,5.83339029617806,3.841683250804955
78,2.08176905091852,1.617371512784959,4.650705051609373,895.2769761337339,3.301601788284272,7.47054092938667,2.8312059092491872,2.74953157173443,3.2089864856104673,716.2215809069871,3.6317619671126993,10.83228434761067
79,3.665261777699304,3.060168397519546,6.337298253958875,620.0686046053086,4.055602943838538,1.0708021227121813,4.984756017671054,5.202286275783228,4.372735795231623,496.0548836842469,4.461163238222393,1.552663077932663
80,2.0685494705881964,4.221855431750767,7.718480342881335,464.8019334688726,4.963387014521441,5.79732112455955,2.813227279999947,7.177154233976304,5.325751436588121,371.8415467750981,5.459725715973585,8.406115630611348
81,3.861848614545784,4.916277878646967,4.727989450863023,411.4648668970907,8.591507779542674,1.3934459652858828,5.252114115782267,8.357672393699843,3.2623127210954856,329.1718935176726,9.450658557496942,2.0204966496645302
82,4.728366950632029,6.318340529802122,4.24223342931071,913.0401848915961,9.37459555071885,7.433469963120462,6.43057905285956,10.741178900663607,2.9271410662243897,730.4321479132769,10.312055105790735,10.77853144652467
83,1.5773274671390594,7.501523668284127,2.2171896636027695,608.7208220047963,8.467672326003864,9.577175435284001,2.145165355309121,12.752590236083016,1.529860867885911,486.9766576038371,9.314439558604251,13.886904381161802
84,7.232249074330179,3.8586868594655153,7.62634721328288,326.54220796445964,5.731297434037959,1.3898849342306083,9.835858741089044,6.559767661091376,5.262179577165187,261.2337663715677,6.304427177441755,2.0153331546343822
85,6.099413087859176,3.960583839270848,8.546577317268625,567.5219748427498,7.404015279648479,1.9277574505015656,8.29520179948848,6.732992526760442,5.897138348915351,454.0175798741999,8.144416807613327,2.79524830322727
86,3.3885054184550087,1.1772247845133335,3.8492596992695756,324.79380417226463,4.016877482896181,5.6403367636918125,4.608367369098812,2.001282133672667,2.655989192496007,259.8350433378117,4.4185652311857995,8.178488307353128
87,5.7092324812002975,1.3678737408461648,8.051569890782819,316.6020070598968,5.132772302988539,9.84215893970065,7.764556174432405,2.32538535943848,5.555583224640144,253.28160564791744,5.6460495332873935,14.27113046256594
88,1.845464596825975,3.3203952487768276,6.491917525032887,216.22721672231552,9.464406907124841,4.703110577297199,2.5098318516833262,5.644671922920606,4.479423092272692,172.98177337785242,10.410847597837327,6.8195103370809385
89,6.1835184600056134,7.66220497907461,8.056747417629197,720.3783284039113,4.19452731995424,6.54015659098839,8.409585105607635,13.025748464426837,5.5591557181641456,576.3026627231291,4.613980051949664,9.483227056933165
90,9.363665778185927,6.65482447336521,4.70203644834698,802.939246952171,2.556871095316411,7.8548799728803385,12.734585458332862,11.313201604720856,3.2444051493594155,642.3513975617368,2.8125582048480524,11.38957596067649
91,3.867120572061913,7.928101186100513,7.72818727284646,391.2507756488781,5.248846513161802,9.351280802947855,5.259283978004202,13.47777201637087,5.332449218264057,313.00062051910254,5.773731164477983,13.55935716427439
92,7.006693419673136,7.920274925933396,4.6765820610786335,468.3669857116484,6.873324569124293,2.593149859830866,9.529103050755465,13.464467374086773,3.226841622144257,374.69358856931876,7.560657026036723,3.7600672967547557
93,2.1861807616395295,8.709107209023712,1.798821868775076,813.7612825556444,2.1386283382764626,9.202834137884713,2.97320583582976,14.805482255340308,1.2411870894548025,651.0090260445155,2.352491172104109,13.344109499932832
94,7.44694483706709,7.4828733938819525,5.9552102632144965,114.67287951967678,2.0989127680534954,6.637818224342184,10.127844978411243,12.72088476959932,4.109095081618002,91.73830361574143,2.308804044858845,9.624836425296166
95,3.60465483652481,9.811098271007406,5.088958537497811,399.5478594683154,3.7332540184546006,8.250462245415981,4.902330577673742,16.67886706071259,3.511381390873489,319.63828757465234,4.106579420300061,11.963170255853173
96,2.6487222580640513,9.089426973716357,3.2759189848141945,376.8349457059304,9.168841912585004,3.659997001925051,3.60226227096711,15.452025855317807,2.260384099521794,301.4679565647443,10.085726103843506,5.306995652791324
97,6.278616413290749,6.280454496009108,9.029020014700922,589.106525596763,7.071434658936664,5.500908636664098,8.53891832207542,10.676772643215484,6.230023810143636,471.28522047741046,7.778578124830331,7.976317523162942
98,1.180967915687442,6.293419034420546,4.445679749824011,905.3823157146085,2.99740740742099,2.8806327112077827,1.6061163653349213,10.698812358514926,3.0675190273785673,724.3058525716868,3.2971481481630893,4.176917431251285
99,8.460460262956268,1.3084033631700653,1.3521350028905326,136.465062530227,6.431388045597268,8.691437202011162,11.506225957620526,2.224285717389111,0.9329731519944674,109.1720500241816,7.074526850156996,12.602583942916185
100,1.0422592857329236,9.986739199375188,4.4392216618233125,858.494219810974,6.942158504307208,2.841211832590743,1.4174726285967763,16.97745663893782,3.063062946658085,686.7953758487793,7.636374354737929,4.119757157256577
101,7.100348831166071,2.184183976295276,4.820588271103327,601.4150252214554,5.707492119170604,5.934941007196029,9.656474410385858,3.7131127597019695,3.3262059070612957,481.13202017716435,6.278241331087665,8.605664460434241
102,3.4300717587294836,7.663124769684328,8.754739508747438,628.9002339387682,7.8344421448359585,4.761218920351418,4.664897591872098,13.027312108463356,6.040770261035732,503.1201871510146,8.617886359319556,6.903767434509556
103,7.616746199103354,8.38913675611878,8.19264887294539,961.2690730393169,1.2226508979324122,1.4463056188496937,10.358774830780563,14.261532485401927,5.652927722332319,769.0152584314536,1.3449159877256536,2.097143147332056
104,9.659696906056944,4.357490763746829,2.7996992731713184,215.45479579437955,2.7200550439355817,4.709328843006166,13.137187792237444,7.407734298369609,1.9317924984882096,172.36383663550365,2.9920605483291403,6.828526822358941
105,3.238778291679622,2.771668491987824,8.551263033629837,348.9792084792534,9.697345699826073,8.059576773934538,4.404738476684287,4.711836436379301,5.900371493204587,279.18336678340273,10.66708026980868,11.68638632220508
106,6.185416009760532,1.8888389811149953,3.2313450542829867,307.0466287254578,5.479660015811489,5.760392689021995,8.412165773274324,3.211026267895492,2.2296280874552608,245.63730298036626,6.027626017392638,8.352569399081894
107,6.328377381446551,7.7374540524662,4.077407333478638,521.9559621016309,1.6886331855417622,3.743172015929571,8.60659323876731,13.15367188919254,2.8134110601002598,417.56476968130477,1.8574965040959386,5.4275994230978775
108,6.15026715211786,5.073881762851261,1.691366085797422,621.8468740109788,3.7736172119619527,5.008719838879397,8.36436332688029,8.625598996847144,1.1670425992002211,497.47749920878306,4.150978933158148,7.262643766375126
109,3.0077346937655647,7.423459831010221,1.4982068182092747,755.0766770947032,1.0159514755606602,7.968390397959821,4.0905191835211685,12.619881712717374,1.0337627045643996,604.0613416757626,1.1175466231167264,11.55416607704174
110,9.574741103652865,9.238668839666206,7.127741087300237,147.73528581108297,6.214728176970529,7.013383838055849,13.021647900967897,15.70573702743255,4.918141350237163,118.18822864886639,6.836200994667583,10.16940656518098
111,5.0241284075586465,2.31925362535951,9.310069760695598,483.5164781496787,9.995304250896114,1.9981291710174516,6.83281463427976,3.942731163111167,6.423948134879962,386.81318251974295,10.994834675985725,2.897287297975305
112,8.617678052240151,9.272539006514197,5.4371516881404585,931.8469011527086,6.310895477689641,5.781219203748388,11.720042151046608,15.763316311074135,3.751634664816916,745.477520922167,6.941985025458606,8.382767845435163
113,7.295313477857539,4.70463813557593,8.596843407627247,516.3334967888982,6.4906563593300035,2.788257150933554,9.921626329886253,7.997884830479081,5.9318219512628,413.0667974311186,7.139721995263004,4.042972868853653
114,3.676932557696203,3.7474030890756014,8.14376124723388,835.8604472592284,3.9495395145527104,9.805665782015254,5.000628278466836,6.370585251428523,5.619195260591376,668.6883578073828,4.3444934660079815,14.218215383922118
115,8.324180377322296,9.487560345425011,6.982108510431964,200.78182610637685,3.1332929104252885,7.647628357223586,11.320885313158323,16.128852587222518,4.817654872198054,160.6254608851015,3.4466222014678176,11.089061117974198
116,4.568551667622861,9.915865233457595,9.804060380060006,360.71350090011316,5.573409148361074,1.7290071546917876,6.213230267967091,16.85697089687791,6.764801662241404,288.5708007200905,6.1307500631971825,2.5070603743030917
117,8.929928774000455,2.7900299599070335,8.219691287887475,761.8572002674294,9.098075502796513,3.23406333267409,12.14470313264062,4.743050931841957,5.671586988642357,609.4857602139435,10.007883053076165,4.689391832377431
118,6.2314558537227285,6.9115451225678495,3.473599547928353,659.2188133827476,1.0877599370323083,1.7031310805102133,8.47477996106291,11.749626708365344,2.3967836880705633,527.3750507061981,1.1965359307355392,2.469540066739809
119,8.935618256693676,1.9584578239395434,8.101128215989972,498.8373963021563,6.126857580176627,4.330867218929044,12.1524408291034,3.3293783006972237,5.58977846903308,399.0699170417251,6.739543338194291,6.279757467447114
120,7.232784310699893,6.858226034717552,7.233954816555133,702.0226002222759,4.856599641432867,8.404160990404538,9.836586662551856,11.658984259019837,4.991428823423041,561.6180801778207,5.342259605576154,12.18603343608658
121,7.527288518376765,8.445819049982648,4.595684019727165,793.8714730062204,6.590613753945915,1.600799935099786,10.2371123849924,14.3578923849705,3.1710219736117438,635.0971784049764,7.249675129340507,2.3211599058946897
122,5.51191943734032,7.160486918716608,1.6911772320440353,907.7578383285113,8.559622235872135,2.488214794502828,7.496210434782836,12.172827761818233,1.1669122901103843,726.2062706628091,9.41558445945935,3.6079114520291005
123,9.604752712509015,4.755998278563362,2.929235766562897,496.3196009971505,5.041395213639564,3.407007193140269,13.062463689012262,8.085197073557715,2.021172678928399,397.0556807977204,5.545534735003521,4.94016043005339
124,6.795911793066737,4.447597236073926,8.175141024790195,678.3487287807703,2.959145034586351,6.6167227147717025,9.242440038570763,7.560915301325673,5.640847307105234,542.6789830246163,3.2550595380449865,9.594247936418968
125,4.814695437023618,4.538101737010754,3.236367593224443,443.31425216635563,4.389462882380447,9.772151030725526,6.547985794352121,7.714772952918281,2.2330936393248653,354.6514017330845,4.828409170618492,14.169618994552012
126,6.457538927151319,6.307406361936309,9.980721847210132,934.3448783688939,2.354962344857592,8.40458859103499,8.782252940925794,10.722590815291724,6.886698074574991,747.4759026951151,2.590458579343351,12.186653457000736
127,1.1727387847840016,8.93410543065246,7.245893259896901,532.6153235072647,1.7640929278975501,2.80833865215435,1.5949247473062422,15.187979232109182,4.999666349328861,426.0922588058118,1.9405022206873053,4.072091045623807
128,3.714173350070944,9.361595415418911,5.295002326458471,469.4706916241342,4.382887144628471,7.3905652600726475,5.0512757560964845,15.91471220621215,3.653551605256345,375.57655329930736,4.821175859091318,10.716319627105339
129,6.941561837434166,1.481766581865863,6.133930211907344,945.5241319937401,6.6312869465032165,6.00748977014241,9.440524098910466,2.519003189171967,4.232411846216067,756.4193055949921,7.294415641153539,8.710860166706494
130,3.6106984648939964,2.634601551811195,6.497854511872926,101.76515371727957,3.3655180247879537,5.424650786776036,4.910549912255836,4.4788226380790315,4.4835196131923185,81.41212297382367,3.702069827266749,7.865743640825252
131,6.562138860989574,2.0100188424545964,9.720503380293609,398.7739815780849,9.24115743522275,9.175472263038973,8.924508850945822,3.4170320321728136,6.70714733240259,319.01918526246794,10.165273178745025,13.30443478140651
132,4.858918308511895,2.7400117669022257,2.4556707516836753,854.385012586714,7.200561695077015,6.2931678035427465,6.608128899576178,4.6580200037337836,1.6944128186617358,683.5080100693713,7.920617864584718,9.125093315136983
133,2.219266578002052,4.119470295482547,3.4515622239467914,506.3035143495244,7.176821077917094,2.23488707313672,3.018202546082791,7.003099502320329,2.381577934523286,405.04281147961956,7.894503185708803,3.240586256048244
134,3.6845409336042767,5.558785143603615,7.386319431741192,413.5477468098068,7.225396167309741,2.4847101150083053,5.010975669701817,9.449934744126145,5.096560407901422,330.83819744784546,7.947935784040716,3.6028296667620427
135,6.129684196311384,6.6651510430823695,3.15872184829209,629.034772705451,1.0151604840559827,9.297760724969708,8.336370506983483,11.330756773240028,2.1795180753215417,503.2278181643608,1.116676532461581,13.481753051206075
136,6.317854851233559,7.589279972257313,8.841674459818453,464.2082352980882,8.317060780743109,1.7218467623454503,8.59228259767764,12.901775952837433,6.100755377274732,371.36658823847057,9.148766858817421,2.496677805400903
137,6.16892723964621,9.011003872472264,4.118807580923067,396.55325444180045,9.258477651490422,2.241226993756417,8.389741045918846,15.318706583202848,2.8419772308369162,317.2426035534404,10.184325416639465,3.249779140946804
